,v_state,t_state,county,tweets_count,ADI,month,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,administered_dose1_pop_pct_12,administered_dose1_pop_pct_01,administered_dose1_pop_pct_02,administered_dose1_pop_pct_03,svi_ctgy,metro_status,census2019,Dominant Topic
1154,NC,North Carolina,Forsyth County,17,59.0,2,0.167350333,0.024917174,0.072219647,0.063098481,0.164098479,0.06614114,0.038426714,0.03911141,0.126773156,0.07392443,0.149955851,0.0,9.4,15.6,31.6,C,Metro,382295,1
1155,NC,North Carolina,Forsyth County,177,59.0,3,0.06384909,0.061479728,0.076656238,0.049359365,0.103801527,0.095867109,0.074428069,0.110072198,0.1405885,0.056813391,0.139931548,0.0,9.4,15.6,31.6,C,Metro,382295,9
1156,TX,Texas,Fort Bend County,21,37.5,1,0.087122399,0.021425379,0.057273682,0.064160243,0.08804207,0.148022403,0.094727079,0.095747303,0.075022381,0.051792536,0.190277158,0.0,0.0,0.0,0.0,B,Metro,811688,11
1157,TX,Texas,Fort Bend County,71,37.5,2,0.103158431,0.07559111,0.053742647,0.060061134,0.062238901,0.096754534,0.047712878,0.068609521,0.171854175,0.069479392,0.164438599,0.0,0.0,0.0,0.0,B,Metro,811688,9
1158,TX,Texas,Fort Bend County,335,37.5,3,0.062006322,0.067029203,0.067431441,0.101740322,0.091540376,0.099612003,0.075224428,0.082868899,0.138167297,0.067169859,0.123364538,0.0,0.0,0.0,0.0,B,Metro,811688,9
1159,AL,Alabama,Franklin County,1,80.5,3,0.378924638,0.0,0.0,0.0,0.0,0.34185037,0.079322614,0.111865416,0.0,0.0,0.067812897,0.0,7.9,13.3,20.0,D,Non-metro,31362,1
1160,IL,Illinois,Franklin County,1,81.0,3,0.022729995,0.284632564,0.022728903,0.022728907,0.022730388,0.022731332,0.022731664,0.022729075,0.51079756,0.022728926,0.022730719,0.0,7.4,15.2,25.5,C,Non-metro,38469,9
1161,IN,Indiana,Franklin County,1,54.5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.250125885,0.0,0.244876638,0.143603802,0.315909833,0.0,5.1,9.5,15.7,A,Non-metro,22758,11
1162,IA,Iowa,Franklin County,4,69.0,3,0.093906694,0.277578414,0.003791073,0.049186405,0.123869684,0.122799225,0.127625465,0.052842736,0.00379137,0.031758737,0.074138763,0.0,6.5,18.2,31.7,A,Non-metro,10070,2
1163,KS,Kansas,Franklin County,1,57.0,3,0.226414159,0.018186511,0.018186523,0.018187867,0.018186564,0.018187651,0.018186556,0.018186541,0.409031659,0.01819342,0.219052523,0.0,6.7,14.4,23.9,A,Non-metro,25544,9
1164,KY,Kentucky,Franklin County,1,58.0,1,0.0,0.0,0.0,0.0,0.437036812,0.0,0.0,0.511802375,0.0,0.0,0.0,0.0,5.1,14.4,32.9,C,Non-metro,50991,8
1165,KY,Kentucky,Franklin County,14,58.0,2,0.067629198,0.10018045,0.155601569,0.337874996,0.037663596,0.011097479,0.030055491,0.083282109,0.022429128,0.055338449,0.06207783,0.0,5.1,14.4,32.9,C,Non-metro,50991,4
1166,KY,Kentucky,Franklin County,63,58.0,3,0.089113913,0.104768468,0.103577871,0.176655623,0.09285478,0.06584909,0.047025216,0.068743585,0.071523502,0.066872034,0.086060544,0.0,5.1,14.4,32.9,C,Non-metro,50991,4
1167,MA,Massachusetts,Franklin County,2,36.5,2,0.0,0.048966814,0.305454612,0.0,0.089230627,0.084868498,0.0,0.0,0.0,0.0,0.427521646,0.0,6.5,17.4,33.8,A,Non-metro,70180,11
1168,MA,Massachusetts,Franklin County,15,36.5,3,0.09966789,0.040987476,0.088271448,0.048860869,0.093173815,0.093691957,0.053531525,0.070829722,0.027796524,0.149001195,0.191981986,0.0,6.5,17.4,33.8,A,Non-metro,70180,11
1169,MO,Missouri,Franklin County,2,57.0,2,0.005051607,0.005051441,0.005051391,0.291924149,0.182028979,0.005051428,0.005051557,0.005051481,0.005051435,0.104999758,0.35645745,0.0,5.2,11.7,24.8,A,Metro,103967,11
1170,MO,Missouri,Franklin County,13,57.0,3,0.050792174,0.02571628,0.127333699,0.105937072,0.062750304,0.016385726,0.062687922,0.223943044,0.088434159,0.06299806,0.153670785,0.0,5.2,11.7,24.8,A,Metro,103967,8
1171,NC,North Carolina,Franklin County,3,72.5,3,0.450188994,0.0,0.047556077,0.0,0.073856751,0.0,0.0,0.041471695,0.138455135,0.025132435,0.182910879,0.0,7.2,13.0,23.5,C,Metro,69685,1
1172,OH,Ohio,Franklin County,67,62.0,1,0.106429269,0.05118591,0.075527471,0.061867477,0.111468372,0.12465353,0.07382125,0.073843436,0.14450901,0.06065996,0.09084736,0.0,4.5,9.8,20.8,C,Metro,1316756,9
1173,OH,Ohio,Franklin County,147,62.0,2,0.102605897,0.087094916,0.04047194,0.074095584,0.068323779,0.113939482,0.051512508,0.052635231,0.159037135,0.055323995,0.168827371,0.0,4.5,9.8,20.8,C,Metro,1316756,11
1174,OH,Ohio,Franklin County,1310,62.0,3,0.064812995,0.072047917,0.075716175,0.087246095,0.092357198,0.096486494,0.068911534,0.081731062,0.15912426,0.053863072,0.1214708,0.0,4.5,9.8,20.8,C,Metro,1316756,9
1175,PA,Pennsylvania,Franklin County,8,46.5,2,0.201136838,0.0,0.075751912,0.115070565,0.090655912,0.027369006,0.021259005,0.024462916,0.0,0.188940685,0.224956655,0.0,5.4,12.4,22.5,B,Metro,155027,11
1176,PA,Pennsylvania,Franklin County,13,46.5,3,0.027925795,0.040411595,0.021118843,0.064839521,0.053954905,0.115195549,0.082073845,0.093280184,0.156361523,0.065536138,0.250799793,0.0,5.4,12.4,22.5,B,Metro,155027,11
1177,TN,Tennessee,Franklin County,3,73.0,3,0.025545107,0.025545795,0.108937888,0.311248452,0.025545099,0.375450658,0.025546274,0.025545164,0.025546316,0.025544633,0.025544629,0.0,6.9,12.3,20.8,B,Non-metro,42208,6
1178,TX,Texas,Franklin County,1,67.0,3,0.23019807,0.018186398,0.018186264,0.018185927,0.018186968,0.606116414,0.018186184,0.01819049,0.018187774,0.018186156,0.018189333,0.0,0.0,0.0,0.0,C,Non-metro,10725,6
1179,VT,Vermont,Franklin County,5,40.0,3,0.090765213,0.032284375,0.007467975,0.063510797,0.007468144,0.007468194,0.032586201,0.146441888,0.007468467,0.057227123,0.518200694,0.0,2.8,6.2,14.3,A,Metro,49402,11
1180,VA,Virginia,Franklin County,1,62.0,3,0.015152524,0.015152846,0.015152752,0.015152545,0.015154044,0.425127715,0.015152675,0.015154323,0.438494712,0.015152473,0.015153392,0.0,3.9,7.8,15.6,B,Metro,56042,9
1181,WA,Washington,Franklin County,1,47.0,1,0.012992417,0.012990296,0.012990441,0.01299061,0.350690812,0.012990828,0.012990141,0.012990138,0.012992149,0.532390416,0.01299179,0.0,4.3,8.2,17.6,D,Metro,95222,10
1182,WA,Washington,Franklin County,21,47.0,3,0.098925642,0.03362403,0.099562101,0.019053588,0.097935838,0.145557225,0.073293461,0.031659965,0.186854173,0.070262956,0.110039784,0.0,4.3,8.2,17.6,D,Metro,95222,9
1183,LA,Louisiana,Franklin Parish,4,86.0,3,0.052121734,0.103739959,0.010233818,0.030367946,0.192451068,0.292195357,0.010233751,0.110475604,0.010234575,0.066083761,0.100421268,0.0,7.9,12.3,20.6,D,Non-metro,20015,6
1184,MD,Maryland,Frederick County,6,18.0,1,0.065896051,0.025803615,0.006104371,0.06480218,0.106487236,0.006104377,0.006104379,0.108386017,0.217832101,0.242853538,0.120928448,0.0,8.7,15.2,30.3,A,Metro,259547,10
1185,MD,Maryland,Frederick County,16,18.0,2,0.054864422,0.090277855,0.006076113,0.178430122,0.074356239,0.107416209,0.042890863,0.13476384,0.120350094,0.037389115,0.126925999,0.0,8.7,15.2,30.3,A,Metro,259547,4
1186,MD,Maryland,Frederick County,129,18.0,3,0.073638248,0.083619142,0.072242863,0.05559506,0.104934745,0.10663105,0.078584572,0.075173847,0.11742535,0.057590008,0.149308913,0.0,8.7,15.2,30.3,A,Metro,259547,11
1187,VA,Virginia,Frederick County,2,31.5,3,0.0,0.065429457,0.0,0.454524606,0.0,0.0,0.393642187,0.0,0.0,0.0,0.0,0.0,3.7,6.2,9.9,A,Metro,89313,4
1188,VA,Virginia,Fredericksburg city,2,27.0,2,0.00649517,0.171540153,0.006495427,0.006495146,0.006495788,0.0064962,0.006495229,0.006495187,0.472361073,0.079222552,0.201080343,0.0,0.0,1.3,2.5,C,Metro,29036,9
1189,VA,Virginia,Fredericksburg city,23,27.0,3,0.079219026,0.053819899,0.049145227,0.027520149,0.037242689,0.154056714,0.083949675,0.060144214,0.194282895,0.052504324,0.178678205,0.0,0.0,1.3,2.5,C,Metro,29036,9
1190,MN,Minnesota,Freeborn County,1,62.0,3,0.0,0.0,0.0,0.0,0.102829345,0.233837187,0.0,0.597176611,0.0,0.0,0.0,0.0,6.7,16.7,33.4,B,Non-metro,30281,8
1191,TX,Texas,Freestone County,2,77.0,3,0.017860711,0.017861448,0.150995478,0.017860453,0.39282145,0.017861938,0.017863577,0.017862652,0.31328788,0.017861385,0.017863055,0.0,0.0,0.0,0.0,D,Non-metro,19717,5
1192,CO,Colorado,Fremont County,8,63.0,3,0.060095843,0.098952089,0.009056956,0.053693688,0.009057762,0.128126934,0.026245856,0.174328534,0.194400483,0.00905726,0.216030617,0.0,0.0,0.7,8.7,C,Non-metro,47839,11
1193,WY,Wyoming,Fremont County,2,43.0,1,0.431804029,0.099873685,0.015154056,0.015153905,0.28034858,0.015155435,0.015154735,0.015153823,0.081892736,0.015153951,0.015155044,0.0,15.4,26.6,35.3,C,Non-metro,39261,1
1194,WY,Wyoming,Fremont County,7,43.0,2,0.106851368,0.045549197,0.1089453,0.062036097,0.088277686,0.061199086,0.075522335,0.01161752,0.235934276,0.011618044,0.173068569,0.0,15.4,26.6,35.3,C,Non-metro,39261,9
1195,WY,Wyoming,Fremont County,32,43.0,3,0.059991056,0.058374313,0.036983929,0.080040748,0.061285216,0.165957456,0.072438109,0.052829848,0.231165859,0.052472276,0.100644597,0.0,15.4,26.6,35.3,C,Non-metro,39261,9
1196,CA,California,Fresno County,121,58.0,1,0.107371612,0.041842899,0.059622374,0.102622948,0.086112182,0.105366087,0.046800835,0.084765447,0.166898196,0.059862916,0.115235387,0.0,6.3,12.9,27.3,D,Metro,999101,9
1197,CA,California,Fresno County,321,58.0,2,0.106710445,0.062128376,0.053955865,0.092492559,0.072089842,0.084158886,0.05928182,0.08830939,0.120264725,0.084273142,0.148190027,0.0,6.3,12.9,27.3,D,Metro,999101,11
1198,CA,California,Fresno County,2173,58.0,3,0.07600374,0.069645196,0.081158855,0.079863875,0.085299252,0.092764479,0.070265804,0.084788916,0.141557168,0.063193411,0.129683579,0.0,6.3,12.9,27.3,D,Metro,999101,9
1199,TX,Texas,Frio County,1,86.5,2,0.030303745,0.030303752,0.030303745,0.030303746,0.030303793,0.030307038,0.030303763,0.030303761,0.696958482,0.030303741,0.030304432,0.0,0.0,0.0,0.0,D,Non-metro,20306,9
1200,TX,Texas,Frio County,4,86.5,3,0.015876058,0.206102839,0.055035545,0.365750798,0.095313021,0.182539884,0.015877352,0.015875877,0.015876342,0.015875899,0.015876391,0.0,0.0,0.0,0.0,D,Non-metro,20306,4
1201,GA,Georgia,Fulton County,124,47.0,1,0.125483154,0.052410744,0.071428352,0.144467219,0.071166965,0.12832481,0.052121937,0.073784095,0.119928179,0.062976136,0.079359546,0.0,3.5,5.9,13.0,C,Metro,1063937,4
1202,GA,Georgia,Fulton County,359,47.0,2,0.117939286,0.059336048,0.05711204,0.100707024,0.077321517,0.099313349,0.059514814,0.085669996,0.121692039,0.068380484,0.12883708,0.0,3.5,5.9,13.0,C,Metro,1063937,11
1203,GA,Georgia,Fulton County,2255,47.0,3,0.071213751,0.06070017,0.079202975,0.100033871,0.088914034,0.095311988,0.073880954,0.090226225,0.145072756,0.058200393,0.111819383,0.0,3.5,5.9,13.0,C,Metro,1063937,9
1204,IL,Illinois,Fulton County,1,74.0,3,0.0,0.0,0.268650293,0.0,0.0,0.473182052,0.0,0.164661497,0.065826416,0.0,0.0,0.0,10.6,19.5,33.9,C,Non-metro,34340,6
1205,IN,Indiana,Fulton County,2,66.5,3,0.015586732,0.015586936,0.015586711,0.315342335,0.015586555,0.135402467,0.015586935,0.015586853,0.015587009,0.015586636,0.424560823,0.0,6.1,13.6,21.2,B,Non-metro,19974,11
1206,KY,Kentucky,Fulton County,1,90.0,3,0.011377809,0.163431749,0.24873744,0.011377065,0.011378841,0.011378145,0.237852752,0.011377777,0.270332962,0.011377156,0.011378348,0.0,4.4,12.8,25.9,D,Non-metro,5969,9
1207,NY,New York,Fulton County,1,69.5,1,0.0,0.0,0.196519583,0.0,0.0,0.316619068,0.0,0.0,0.426231503,0.0,0.0,0.0,7.0,11.1,23.9,C,Non-metro,53383,9
1208,NY,New York,Fulton County,6,69.5,3,0.066173669,0.094969218,0.085257156,0.053926947,0.157857203,0.003788838,0.026488654,0.097181296,0.294410065,0.052993104,0.033224847,0.0,7.0,11.1,23.9,C,Non-metro,53383,9
1209,FL,Florida,Gadsden County,3,78.0,3,0.092730304,0.003367629,0.049392402,0.058939325,0.003367439,0.058065451,0.025353993,0.055699581,0.003367444,0.003367655,0.612962544,0.0,10.3,16.8,26.4,D,Metro,45660,11
1210,TX,Texas,Gaines County,2,66.0,3,0.005682859,0.005682883,0.236596886,0.005683514,0.0056829,0.005682753,0.079480052,0.43228063,0.005683076,0.00568271,0.178744631,0.0,0.0,0.0,0.0,C,Non-metro,21492,8
1211,MT,Montana,Gallatin County,1,27.0,1,0.253916383,0.0,0.0,0.213552669,0.0,0.0,0.0,0.0,0.484030098,0.0,0.0,0.0,4.6,11.8,24.0,A,Non-metro,114434,9
1212,MT,Montana,Gallatin County,18,27.0,2,0.164646921,0.104947119,0.012414902,0.256038843,0.09076239,0.06262985,0.047930962,0.048461887,0.017480035,0.077450575,0.102611837,0.0,4.6,11.8,24.0,A,Non-metro,114434,4
1213,MT,Montana,Gallatin County,75,27.0,3,0.062264405,0.104815335,0.047544475,0.181376484,0.08235916,0.070791371,0.149212602,0.075653977,0.093498431,0.054847444,0.063283943,0.0,4.6,11.8,24.0,A,Non-metro,114434,4
1214,OH,Ohio,Gallia County,1,75.0,3,0.011365344,0.011366388,0.011365298,0.16909641,0.011365309,0.011366309,0.011365177,0.011368027,0.72861141,0.011364894,0.011365403,0.0,3.5,6.9,13.0,C,Non-metro,29898,9
1215,TX,Texas,Galveston County,11,58.0,1,0.15351501,0.01454523,0.030341087,0.139836264,0.070614683,0.216103713,0.014545126,0.071316826,0.102480088,0.077474682,0.083434187,0.0,0.0,0.0,0.0,C,Metro,342139,6
1216,TX,Texas,Galveston County,19,58.0,2,0.10440571,0.069987897,0.072767646,0.096424061,0.106418632,0.10664478,0.012202544,0.051140669,0.124512976,0.071260539,0.163361947,0.0,0.0,0.0,0.0,C,Metro,342139,11
1217,TX,Texas,Galveston County,193,58.0,3,0.077596935,0.050817458,0.075374546,0.099579481,0.087276816,0.116478821,0.081939644,0.054969769,0.174459356,0.056918209,0.103657625,0.0,0.0,0.0,0.0,C,Metro,342139,9
1218,CO,Colorado,Garfield County,2,27.0,1,0.0,0.0,0.077066876,0.0,0.0,0.300198957,0.168521434,0.26504105,0.0,0.150141641,0.0,0.0,0.0,0.6,11.8,B,Non-metro,60061,6
1219,CO,Colorado,Garfield County,2,27.0,2,0.209276155,0.0,0.0,0.295992464,0.0438536,0.04009584,0.0,0.042457107,0.0,0.101008393,0.234423026,0.0,0.0,0.6,11.8,B,Non-metro,60061,4
1220,CO,Colorado,Garfield County,12,27.0,3,0.039757265,0.065274461,0.048252712,0.016093878,0.095895325,0.111157404,0.055740159,0.092903197,0.194459216,0.068268591,0.190690378,0.0,0.0,0.6,11.8,B,Non-metro,60061,9
1221,OK,Oklahoma,Garfield County,1,72.5,2,0.0,0.0,0.0,0.0,0.0,0.176792949,0.0,0.0,0.741362989,0.0,0.0,0.0,9.7,15.8,25.4,C,Non-metro,61056,9
1222,OK,Oklahoma,Garfield County,6,72.5,3,0.172507169,0.129055894,0.042733182,0.144229241,0.037488376,0.06670535,0.02297546,0.078033634,0.057004398,0.001894219,0.216186429,0.0,9.7,15.8,25.4,C,Non-metro,61056,11
1223,AR,Arkansas,Garland County,4,68.0,1,0.167778146,0.102530233,0.076306121,0.071414418,0.070334543,0.106120711,0.008212037,0.039945775,0.136551796,0.136146449,0.075562936,0.0,8.6,13.8,27.0,D,Metro,99386,1
1224,AR,Arkansas,Garland County,8,68.0,2,0.23718674,0.058537028,0.020291308,0.018698427,0.0016235,0.039584502,0.017845934,0.125866624,0.217190408,0.011896975,0.206522318,0.0,8.6,13.8,27.0,D,Metro,99386,1
1225,AR,Arkansas,Garland County,25,68.0,3,0.104507653,0.046188841,0.089288289,0.101985959,0.110758268,0.076390841,0.075678762,0.07399453,0.094839254,0.037249015,0.16972314,0.0,8.6,13.8,27.0,D,Metro,99386,11
1226,KY,Kentucky,Garrard County,1,71.0,3,0.015155584,0.015154635,0.701309919,0.015154556,0.015153535,0.015154068,0.015153871,0.162302956,0.015153378,0.015153979,0.015153442,0.0,6.0,12.4,25.8,B,Non-metro,17666,3
1227,MD,Maryland,Garrett County,2,57.0,3,0.022729306,0.02272914,0.022729358,0.085915461,0.417593554,0.022730153,0.076231299,0.16840332,0.103615362,0.022729255,0.022729125,0.0,11.7,18.4,27.7,A,Non-metro,29014,5
1228,TX,Texas,Garza County,1,71.0,3,0.185872242,0.015170866,0.015170454,0.015170452,0.015170532,0.677587867,0.015170922,0.015170625,0.015174632,0.015170502,0.015170918,0.0,0.0,0.0,0.0,C,Non-metro,6229,6
1229,NC,North Carolina,Gaston County,5,68.5,2,0.069336074,0.048700704,0.009601774,0.134011699,0.200960383,0.132783732,0.034666665,0.009601939,0.274179719,0.060188267,0.009602778,0.0,6.9,13.3,22.8,C,Metro,224529,9
1230,NC,North Carolina,Gaston County,45,68.5,3,0.064562666,0.052196647,0.091652023,0.05508594,0.043755383,0.164456394,0.115508849,0.079633562,0.176127053,0.033283752,0.096482857,0.0,6.9,13.3,22.8,C,Metro,224529,9
1231,KS,Kansas,Geary County,1,75.5,2,0.0,0.0,0.0,0.0,0.0,0.269771278,0.314884782,0.073542692,0.283891886,0.0,0.0,0.0,7.5,12.2,20.8,C,Non-metro,31670,7
1232,KS,Kansas,Geary County,1,75.5,3,0.030307839,0.03030955,0.030309662,0.030308027,0.030310044,0.030307859,0.030307829,0.339055955,0.388166308,0.030308085,0.030308798,0.0,7.5,12.2,20.8,C,Non-metro,31670,9
1233,OH,Ohio,Geauga County,1,35.0,1,0.489751935,0.022744633,0.022744274,0.022744158,0.02274549,0.022744313,0.022744372,0.022746405,0.305544287,0.022744626,0.022745516,0.0,5.8,12.5,26.1,A,Metro,93649,1
1234,OH,Ohio,Geauga County,1,35.0,2,0.010103741,0.680724502,0.010103608,0.010104933,0.010104273,0.010103649,0.010103243,0.010104202,0.010105114,0.010103806,0.228339002,0.0,5.8,12.5,26.1,A,Metro,93649,2
1235,OH,Ohio,Geauga County,14,35.0,3,0.060913593,0.119444456,0.060302471,0.08792488,0.188027555,0.097381455,0.0896237,0.032799291,0.087654216,0.055099478,0.103609425,0.0,5.8,12.5,26.1,A,Metro,93649,5
1236,ID,Idaho,Gem County,1,58.0,2,0.022731176,0.022731395,0.022731205,0.022731079,0.022736063,0.022731282,0.022733649,0.0227313,0.022732329,0.276681066,0.518729448,0.0,4.3,12.8,22.3,C,Metro,18112,11
1237,MI,Michigan,Genesee County,5,81.0,1,0.206501433,0.011973334,0.059865806,0.244749456,0.011971823,0.011971206,0.011971229,0.011973064,0.253832497,0.011971551,0.141902702,0.0,5.4,12.5,24.3,C,Metro,405813,9
1238,MI,Michigan,Genesee County,13,81.0,2,0.149637024,0.077612381,0.022446307,0.032061504,0.129573779,0.126115399,0.023102777,0.061275887,0.093244559,0.100549329,0.167037285,0.0,5.4,12.5,24.3,C,Metro,405813,11
1239,MI,Michigan,Genesee County,121,81.0,3,0.076690953,0.089820061,0.041050515,0.109046483,0.082948401,0.093669186,0.074799864,0.081140599,0.162954479,0.047186778,0.114000992,0.0,5.4,12.5,24.3,C,Metro,405813,9
1240,NY,New York,Genesee County,14,61.0,3,0.131450661,0.138359513,0.036911897,0.057697926,0.011969986,0.078929266,0.091974093,0.117692987,0.163785473,0.023657958,0.124838756,0.0,8.3,13.2,27.6,A,Non-metro,57280,9
1241,SC,South Carolina,Georgetown County,1,73.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.216947317,0.0,0.398902625,0.311269939,0.0,9.5,17.2,34.1,C,Non-metro,62680,10
1242,SC,South Carolina,Georgetown County,34,73.0,3,0.087376266,0.069166001,0.054390783,0.064812596,0.078847921,0.14900071,0.043367514,0.051260019,0.125808818,0.092771255,0.160682505,0.0,9.5,17.2,34.1,C,Non-metro,62680,11
1243,IN,Indiana,Gibson County,1,72.0,3,0.0,0.0,0.0,0.0,0.0,0.513382137,0.0,0.0,0.0,0.0,0.428161114,0.0,7.8,15.7,25.0,B,Non-metro,33659,6
1244,TN,Tennessee,Gibson County,10,76.0,1,0.328074379,0.114640312,0.02576484,0.098015336,0.079556966,0.055744852,0.005554376,0.033274459,0.138145675,0.005554678,0.079748665,1.7,8.0,13.7,21.8,C,Non-metro,49133,1
1245,TN,Tennessee,Gibson County,1,76.0,2,0.012989328,0.187898606,0.01298908,0.012989183,0.695190609,0.012993618,0.012988769,0.012989555,0.012991466,0.012988733,0.012991089,1.7,8.0,13.7,21.8,C,Non-metro,49133,5
1246,TN,Tennessee,Gibson County,8,76.0,3,0.125754718,0.153307465,0.061046951,0.014135355,0.057553171,0.054141412,0.017808662,0.139449719,0.139084581,0.0503365,0.171551696,1.7,8.0,13.7,21.8,C,Non-metro,49133,11
1247,AZ,Arizona,Gila County,2,63.0,2,0.074769765,0.005686589,0.074131109,0.187546996,0.0056861,0.142357475,0.031819472,0.00568587,0.140435362,0.146629367,0.176137641,0.0,10.6,22.0,39.9,D,Non-metro,54018,4
1248,AZ,Arizona,Gila County,4,63.0,3,0.03526349,0.123715756,0.024155897,0.035388827,0.137062045,0.114460785,0.19600693,0.103318843,0.171252785,0.03067143,0.008524654,0.0,10.6,22.0,39.9,D,Non-metro,54018,7
1249,FL,Florida,Gilchrist County,1,78.0,1,0.018187383,0.018187376,0.018187732,0.018187372,0.018187406,0.505671382,0.018188301,0.018192241,0.3306337,0.018187914,0.018189183,0.0,7.9,10.8,16.4,D,Metro,18582,6
1250,TN,Tennessee,Giles County,7,71.0,3,0.099558801,0.055673792,0.050198085,0.041164332,0.124014837,0.132662013,0.065263393,0.022362701,0.100582983,0.15029797,0.132602693,0.0,5.7,11.0,18.6,C,Non-metro,29464,10
1251,VA,Virginia,Giles County,1,69.0,3,0.171041563,0.011365377,0.011365406,0.011365222,0.011366138,0.011365919,0.011365303,0.011366087,0.011365935,0.011365145,0.726667881,0.0,0.0,7.8,12.3,B,Metro,16720,11
1252,TX,Texas,Gillespie County,7,39.0,3,0.060682393,0.071280558,0.074672363,0.071954915,0.023047499,0.064980975,0.045597859,0.007271074,0.163224967,0.253799493,0.142028925,0.0,0.0,0.0,0.0,B,Non-metro,26988,10
1253,WV,West Virginia,Gilmer County,1,79.0,3,0.0,0.0,0.0,0.0,0.365429759,0.0,0.22360687,0.0,0.354997396,0.0,0.0,0.0,10.9,18.9,29.1,D,Non-metro,7823,5
1254,FL,Florida,Glades County,1,83.0,3,0.015152389,0.015152483,0.015153071,0.015153144,0.015152615,0.015152881,0.345350802,0.015152414,0.518275201,0.015152464,0.015152502,0.0,0.0,8.0,13.0,D,Non-metro,13811,9
1255,MI,Michigan,Gladwin County,1,75.5,3,0.848460853,0.015154473,0.015153145,0.015153373,0.015153413,0.015153456,0.01515371,0.015153826,0.015153044,0.015153457,0.015157272,0.0,9.1,14.2,27.5,C,Non-metro,25449,1
1256,CA,California,Glenn County,2,45.0,2,0.062153561,0.200339759,0.015152136,0.040233678,0.015152982,0.0151524,0.01515206,0.015151911,0.015152738,0.015152552,0.577944562,0.0,5.9,13.1,24.6,D,Non-metro,28393,11
1257,CA,California,Glenn County,1,45.0,3,0.0,0.0,0.0,0.129222259,0.0,0.253904372,0.124998234,0.0,0.438826293,0.0,0.0,0.0,5.9,13.1,24.6,D,Non-metro,28393,9
1258,NJ,New Jersey,Gloucester County,2,32.0,1,0.0,0.216223449,0.0,0.0,0.0,0.34234786,0.175063416,0.0,0.080730975,0.0,0.130365044,0.0,8.0,16.5,33.3,A,Metro,291636,6
1259,NJ,New Jersey,Gloucester County,21,32.0,2,0.112620512,0.092300585,0.056232105,0.065636272,0.057229392,0.118556443,0.032646936,0.057548426,0.149617428,0.050884893,0.184361909,0.0,8.0,16.5,33.3,A,Metro,291636,11
1260,NJ,New Jersey,Gloucester County,171,32.0,3,0.072718091,0.064572001,0.085592979,0.078283646,0.061909514,0.104459835,0.075510935,0.097664736,0.144193254,0.06366183,0.123874115,0.0,8.0,16.5,33.3,A,Metro,291636,9
1261,VA,Virginia,Gloucester County,1,35.0,2,0.313167334,0.0,0.0,0.0,0.117200293,0.0,0.077670865,0.101560935,0.137716427,0.0,0.228750244,0.0,8.5,17.2,28.1,A,Metro,37348,1
1262,VA,Virginia,Gloucester County,2,35.0,3,0.029223246,0.029223529,0.029223765,0.098884348,0.029223779,0.029225263,0.029223535,0.029223564,0.279201097,0.029223285,0.388124574,0.0,8.5,17.2,28.1,A,Metro,37348,11
1263,GA,Georgia,Glynn County,1,70.0,1,0.38917464,0.0,0.0,0.0,0.0,0.223000795,0.0,0.347395629,0.0,0.0,0.0,0.0,10.7,18.9,29.1,C,Metro,85292,1
1264,GA,Georgia,Glynn County,3,70.0,2,0.190631122,0.110896877,0.023996816,0.269800185,0.08832779,0.02399663,0.023996845,0.069950786,0.150409314,0.023996545,0.023997088,0.0,10.7,18.9,29.1,C,Metro,85292,4
1265,GA,Georgia,Glynn County,21,70.0,3,0.038722186,0.069722785,0.040074634,0.037732857,0.116123611,0.11199426,0.040187852,0.021521237,0.309320206,0.037647548,0.145590218,0.0,10.7,18.9,29.1,C,Metro,85292,9
1266,MI,Michigan,Gogebic County,4,82.0,3,0.080553899,0.167555392,0.155270465,0.003247829,0.117407151,0.103273459,0.003247255,0.003247251,0.046045913,0.236276208,0.033834185,0.0,15.3,24.9,38.7,B,Non-metro,13975,10
1267,TX,Texas,Gonzales County,1,77.5,3,0.38251552,0.05796786,0.0,0.0,0.0,0.0,0.0,0.0,0.204598591,0.0,0.328382254,0.0,0.0,0.0,0.0,D,Non-metro,20837,1
1268,MN,Minnesota,Goodhue County,6,43.0,3,0.019977917,0.034598967,0.073784125,0.034377682,0.13560541,0.216384067,0.053050391,0.00637453,0.194148336,0.123156341,0.088571442,0.0,7.9,18.0,36.1,A,Non-metro,46340,6
1269,ID,Idaho,Gooding County,1,65.0,3,0.0,0.0,0.0,0.090511903,0.0,0.196673855,0.139688194,0.12392173,0.415091544,0.0,0.0,0.0,3.4,11.2,19.4,C,Non-metro,15179,9
1270,GA,Georgia,Gordon County,8,66.0,3,0.025230608,0.011569655,0.011570084,0.011569536,0.054228029,0.099547916,0.023700693,0.161592391,0.413241178,0.047548033,0.123004874,0.0,0.6,0.7,1.6,D,Non-metro,57963,9
1271,OK,Oklahoma,Grady County,1,67.0,1,0.045455817,0.045454904,0.045455497,0.045455962,0.045454957,0.045454904,0.045455333,0.545446754,0.045454878,0.045455903,0.04545508,0.0,6.8,12.0,20.4,B,Metro,55834,8
