,v_state,t_state,county,tweets_count,ADI,month,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,administered_dose1_pop_pct_12,administered_dose1_pop_pct_01,administered_dose1_pop_pct_02,administered_dose1_pop_pct_03,svi_ctgy,metro_status,census2019,Dominant Topic
1272,OK,Oklahoma,Grady County,2,67.0,3,0.053149506,0.343150288,0.0,0.164141804,0.034184147,0.0,0.06551066,0.0,0.0,0.298482262,0.0,0.0,6.8,12.0,20.4,B,Metro,55834,2
1273,NH,New Hampshire,Grafton County,4,42.5,1,0.094364078,0.010107792,0.010107917,0.143935887,0.257808046,0.065819412,0.037115614,0.036766456,0.1723527,0.010107778,0.133960596,0.0,1.0,1.7,2.7,A,Non-metro,89886,5
1274,NH,New Hampshire,Grafton County,39,42.5,2,0.146376853,0.053236619,0.05632686,0.054895873,0.06499209,0.101948623,0.023414827,0.064560877,0.083754601,0.061169996,0.265736815,0.0,1.0,1.7,2.7,A,Non-metro,89886,11
1275,NH,New Hampshire,Grafton County,204,42.5,3,0.095022602,0.086711992,0.07099532,0.055540171,0.091903162,0.086693201,0.067732655,0.098675409,0.113134459,0.062349204,0.144192848,0.0,1.0,1.7,2.7,A,Non-metro,89886,11
1276,AZ,Arizona,Graham County,3,60.0,3,0.010103302,0.01010338,0.042976342,0.23229301,0.110251881,0.010103395,0.056158774,0.010103413,0.455451059,0.010103293,0.010103291,0.0,7.9,14.2,32.0,D,Non-metro,38837,9
1277,CO,Colorado,Grand County,3,25.0,3,0.064648519,0.0,0.025070685,0.069329436,0.165155838,0.326928387,0.174241781,0.064195792,0.0,0.071690568,0.0,0.0,0.0,0.5,14.2,A,Non-metro,15734,6
1278,UT,Utah,Grand County,2,45.0,2,0.227554117,0.071445256,0.006495498,0.006495338,0.006495522,0.006495409,0.006495766,0.006495345,0.006495616,0.276827194,0.34686067,0.0,0.0,14.6,31.5,C,Non-metro,9754,11
1279,UT,Utah,Grand County,6,45.0,3,0.024962062,0.13429375,0.153141154,0.014494987,0.039814605,0.081869406,0.120728491,0.016608368,0.153434434,0.138677842,0.095959582,0.0,0.0,14.6,31.5,C,Non-metro,9754,9
1280,ND,North Dakota,Grand Forks County,2,52.0,2,0.010733943,0.435943231,0.010734436,0.010733676,0.010734255,0.010734336,0.010733794,0.010735118,0.319850613,0.010734169,0.15833247,0.0,9.8,18.9,35.0,B,Metro,69451,2
1281,ND,North Dakota,Grand Forks County,22,52.0,3,0.109940308,0.096578316,0.04572891,0.043082934,0.07056676,0.140312779,0.047223413,0.079881448,0.16376846,0.127361638,0.056905399,0.0,9.8,18.9,35.0,B,Metro,69451,9
1282,MI,Michigan,Grand Traverse County,2,48.0,2,0.007576362,0.00757639,0.007576212,0.007576221,0.007576498,0.007576399,0.007576301,0.007576385,0.46211072,0.007576327,0.424235851,0.0,14.3,23.0,36.2,A,Non-metro,93088,9
1283,MI,Michigan,Grand Traverse County,26,48.0,3,0.120078221,0.061807348,0.121325182,0.122567583,0.102099048,0.109026193,0.045917594,0.094348872,0.099406127,0.058642001,0.043971059,0.0,14.3,23.0,36.2,A,Non-metro,93088,4
1284,IN,Indiana,Grant County,3,78.5,2,0.018520188,0.018520489,0.018519988,0.018519881,0.266914746,0.018521012,0.018520085,0.566399584,0.018521091,0.018519864,0.018523083,0.0,7.6,14.7,23.9,C,Non-metro,65769,8
1285,IN,Indiana,Grant County,18,78.5,3,0.115350045,0.063474903,0.043820497,0.044577683,0.21751619,0.05428317,0.067561122,0.098803766,0.057476571,0.021742082,0.189536732,0.0,7.6,14.7,23.9,C,Non-metro,65769,5
1286,KY,Kentucky,Grant County,6,64.0,3,0.015402633,0.074087436,0.038838518,0.208646854,0.17265598,0.046476717,0.026111158,0.003788559,0.229362667,0.003788481,0.149557356,0.0,5.4,9.1,21.1,C,Metro,25069,9
1287,NM,New Mexico,Grant County,3,65.0,3,0.056220198,0.066012985,0.006737965,0.006737938,0.006738223,0.111461422,0.088179153,0.146810513,0.402638669,0.006737737,0.095228188,0.0,0.0,0.0,23.0,D,Non-metro,26998,9
1288,WA,Washington,Grant County,2,56.0,2,0.066687997,0.137898058,0.106528303,0.29390341,0.007577317,0.007577613,0.074043602,0.007577897,0.007577415,0.007577453,0.263154271,0.0,5.2,10.2,21.7,D,Non-metro,97733,4
1289,WA,Washington,Grant County,7,56.0,3,0.056929168,0.075200835,0.080203125,0.153517787,0.065037818,0.166344213,0.087008084,0.056186772,0.041054839,0.025487103,0.175936907,0.0,5.2,10.2,21.7,D,Non-metro,97733,11
1290,WV,West Virginia,Grant County,1,72.0,3,0.022729788,0.02272944,0.022729697,0.022729397,0.022729915,0.022730514,0.022729509,0.022730587,0.02273003,0.022729671,0.772701442,0.0,3.4,6.6,9.6,B,Non-metro,11568,11
1291,WI,Wisconsin,Grant County,7,58.0,3,0.109119916,0.006928173,0.025926555,0.027690089,0.040210713,0.186032494,0.13298034,0.147765412,0.105320553,0.125968675,0.061928492,0.0,13.6,19.9,30.5,A,Non-metro,51439,6
1292,NC,North Carolina,Granville County,6,56.5,3,0.055972956,0.123874101,0.019172142,0.03478612,0.065005534,0.119421511,0.07097149,0.021930654,0.340233693,0.039321979,0.084635371,0.0,11.4,20.6,30.9,C,Non-metro,60443,9
1293,KY,Kentucky,Graves County,1,74.0,3,0.0,0.286446542,0.0674529,0.087207571,0.0,0.0,0.422663271,0.0,0.0,0.107503958,0.0,0.0,5.3,9.4,22.0,D,Non-metro,37266,7
1294,TX,Texas,Gray County,1,77.0,1,0.015152325,0.015152314,0.015152446,0.015152303,0.015152761,0.848474264,0.015152373,0.015152332,0.015153901,0.015152311,0.01515269,0.0,0.0,0.0,0.0,D,Non-metro,21886,6
1295,WA,Washington,Grays Harbor County,4,60.5,1,0.049770199,0.0,0.0,0.274814166,0.058041617,0.038055219,0.0,0.116822515,0.070595197,0.111504614,0.231862806,0.0,7.3,15.9,30.1,D,Non-metro,75061,4
1296,WA,Washington,Grays Harbor County,8,60.5,2,0.033829241,0.167251261,0.009814066,0.006839355,0.037713737,0.012591082,0.012644168,0.155364035,0.119173673,0.072862044,0.345004242,0.0,7.3,15.9,30.1,D,Non-metro,75061,11
1297,WA,Washington,Grays Harbor County,97,60.5,3,0.119484372,0.096730587,0.069567764,0.160835285,0.080866278,0.042028679,0.071569189,0.103131966,0.079169089,0.053867361,0.099007666,0.0,7.3,15.9,30.1,D,Non-metro,75061,4
1298,TX,Texas,Grayson County,2,67.0,1,0.028413462,0.028411645,0.028412391,0.028411947,0.028415324,0.028411943,0.028414023,0.028413131,0.028412245,0.028414097,0.715869784,0.0,0.0,0.0,0.0,C,Metro,136212,11
1299,TX,Texas,Grayson County,7,67.0,2,0.059102546,0.008481966,0.008481796,0.04339495,0.271585665,0.21294005,0.008482437,0.069627052,0.008482788,0.035454057,0.24471459,0.0,0.0,0.0,0.0,C,Metro,136212,5
1300,TX,Texas,Grayson County,28,67.0,3,0.083605299,0.110355021,0.092253243,0.095796227,0.060269688,0.052138926,0.069003929,0.104053785,0.150693039,0.057452078,0.107637814,0.0,0.0,0.0,0.0,C,Metro,136212,9
1301,WI,Wisconsin,Green County,1,51.0,3,0.0,0.0,0.0,0.216467872,0.0,0.0,0.0,0.0,0.270260811,0.0,0.440502852,0.0,10.0,20.3,36.0,A,Metro,36960,11
1302,WV,West Virginia,Greenbrier County,2,75.0,3,0.0,0.057818227,0.038180709,0.126101647,0.074066065,0.093935423,0.15699812,0.0,0.419336759,0.0,0.0,0.0,10.3,15.9,24.1,C,Non-metro,34662,9
1303,AR,Arkansas,Greene County,1,70.5,2,0.018187014,0.018188126,0.018187165,0.018186873,0.018188963,0.524101019,0.018187022,0.312209636,0.018187571,0.018187102,0.018189479,0.0,8.2,13.4,23.3,C,Non-metro,45325,6
1304,AR,Arkansas,Greene County,3,70.5,3,0.038949914,0.043366861,0.156215429,0.146474642,0.165442703,0.114788472,0.149293393,0.006070944,0.150158472,0.006070986,0.006070936,0.0,8.2,13.4,23.3,C,Non-metro,45325,5
1305,IN,Indiana,Greene County,1,70.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156730548,0.341075063,0.467550635,0.0,5.8,13.8,20.9,B,Non-metro,31922,11
1306,IN,Indiana,Greene County,3,70.0,3,0.042260895,0.090115498,0.023154147,0.019793428,0.0,0.0,0.22643278,0.06002605,0.376093328,0.0,0.121701588,0.0,5.8,13.8,20.9,B,Non-metro,31922,9
1307,MO,Missouri,Greene County,3,67.0,2,0.0,0.106965353,0.0,0.07023567,0.0,0.0,0.112703949,0.21484179,0.147385781,0.023675082,0.291094124,0.0,6.1,13.0,25.0,B,Metro,293086,11
1308,MO,Missouri,Greene County,15,67.0,3,0.193809071,0.072216987,0.02934841,0.073110672,0.140726948,0.050350736,0.058071325,0.099934304,0.10287575,0.040554573,0.103309122,0.0,6.1,13.0,25.0,B,Metro,293086,1
1309,NY,New York,Greene County,5,47.5,3,0.033210842,0.119280386,0.125482009,0.167068966,0.246511211,0.069759035,0.007075306,0.039194088,0.139637033,0.029032398,0.007075363,0.0,7.3,12.1,29.9,B,Non-metro,47188,5
1310,OH,Ohio,Greene County,2,49.0,1,0.135064736,0.011386133,0.011387194,0.011386234,0.011388122,0.01138732,0.011386486,0.146200016,0.39996507,0.011386915,0.204965018,0.0,7.9,15.5,29.3,A,Metro,168937,9
1311,OH,Ohio,Greene County,13,49.0,2,0.18469513,0.024089085,0.05914575,0.009115983,0.168981089,0.040134941,0.055557159,0.063601736,0.117258086,0.114808761,0.145721325,0.0,7.9,15.5,29.3,A,Metro,168937,1
1312,OH,Ohio,Greene County,125,49.0,3,0.1187415,0.077421608,0.086999156,0.091401587,0.067494303,0.056190845,0.058819402,0.068253665,0.114224365,0.076712444,0.159289168,0.0,7.9,15.5,29.3,A,Metro,168937,11
1313,PA,Pennsylvania,Greene County,1,68.0,2,0.018183056,0.018182762,0.01818308,0.018182812,0.018183874,0.018185746,0.018182782,0.01818352,0.818165243,0.018182695,0.018184399,0.0,5.2,13.4,23.0,B,Non-metro,36233,9
1314,PA,Pennsylvania,Greene County,2,68.0,3,0.068764262,0.0,0.307320863,0.16802536,0.0,0.0,0.0,0.0,0.0,0.226836368,0.158578888,0.0,5.2,13.4,23.0,B,Non-metro,36233,3
1315,TN,Tennessee,Greene County,7,73.5,3,0.024316375,0.096308743,0.022513396,0.012035299,0.09202744,0.168431267,0.012036089,0.284429139,0.12600567,0.094262712,0.045756042,0.0,8.7,15.1,25.8,C,Non-metro,69069,8
1316,KY,Kentucky,Greenup County,1,71.0,2,0.0,0.0,0.0,0.15496245,0.0,0.0,0.0,0.0,0.0,0.0,0.796895981,0.0,7.0,17.8,28.2,B,Metro,35098,11
1317,KY,Kentucky,Greenup County,6,71.0,3,0.089578302,0.00858728,0.008587175,0.03361121,0.057365665,0.273363438,0.008587359,0.025548934,0.281480378,0.008587252,0.178053524,0.0,7.0,17.8,28.2,B,Metro,35098,9
1318,SC,South Carolina,Greenville County,15,56.0,1,0.223299493,0.066190234,0.019598809,0.063145068,0.072351163,0.061398469,0.104645096,0.064729633,0.101629791,0.057585995,0.144386237,0.0,8.4,13.4,27.1,C,Metro,523542,1
1319,SC,South Carolina,Greenville County,35,56.0,2,0.095413027,0.042009952,0.052113599,0.070264216,0.099955919,0.084190938,0.038488722,0.075487608,0.117472943,0.069808327,0.236104213,0.0,8.4,13.4,27.1,C,Metro,523542,11
1320,SC,South Carolina,Greenville County,336,56.0,3,0.085131998,0.061164265,0.074094228,0.076425628,0.082005373,0.090550479,0.082536735,0.094107127,0.138637165,0.066567439,0.123357301,0.0,8.4,13.4,27.1,C,Metro,523542,9
1321,SC,South Carolina,Greenwood County,13,79.0,3,0.066546364,0.125012188,0.044382543,0.014343836,0.039861404,0.063623932,0.069838255,0.104277288,0.225119116,0.06143744,0.165268871,0.0,12.0,17.6,28.3,D,Non-metro,70811,9
1322,TX,Texas,Gregg County,9,68.0,1,0.209417988,0.033613482,0.023691917,0.479409221,0.013135361,0.013135772,0.062610897,0.013135477,0.087198941,0.044083096,0.01313546,0.0,0.0,0.0,0.0,D,Metro,123945,4
1323,TX,Texas,Gregg County,37,68.0,2,0.182450055,0.044508321,0.017903534,0.081747959,0.086492687,0.029998208,0.054859871,0.110464136,0.065858322,0.145052985,0.161444555,0.0,0.0,0.0,0.0,D,Metro,123945,1
1324,TX,Texas,Gregg County,142,68.0,3,0.120662915,0.08267383,0.048776991,0.113842995,0.092265673,0.065247515,0.052864184,0.0906526,0.097599886,0.07342156,0.138606964,0.0,0.0,0.0,0.0,D,Metro,123945,11
1325,TX,Texas,Grimes County,2,60.0,1,0.064436173,0.022728203,0.022728354,0.022728093,0.022728469,0.022728642,0.022728102,0.022728229,0.022729108,0.022728251,0.706940114,0.0,0.0,0.0,0.0,D,Non-metro,28880,11
1326,TX,Texas,Grimes County,1,60.0,2,0.011365768,0.011365853,0.011365743,0.011366817,0.01136573,0.011366934,0.414413184,0.011365546,0.483292907,0.011365585,0.011365912,0.0,0.0,0.0,0.0,D,Non-metro,28880,9
1327,TX,Texas,Grimes County,3,60.0,3,0.096930134,0.013656305,0.013656389,0.013656502,0.01365671,0.081719543,0.051938945,0.090095182,0.302326381,0.080048331,0.220267528,0.0,0.0,0.0,0.0,D,Non-metro,28880,9
1328,IL,Illinois,Grundy County,1,41.0,1,0.015159847,0.015160418,0.01516006,0.268666446,0.015160213,0.594889939,0.015160094,0.015161289,0.015161487,0.015160198,0.015159993,0.0,6.4,12.7,29.2,A,Metro,51054,6
1329,IL,Illinois,Grundy County,15,41.0,3,0.05474188,0.012710377,0.038379246,0.110701199,0.080681485,0.172078516,0.081222248,0.039567947,0.134779817,0.048168771,0.209792704,0.0,6.4,12.7,29.2,A,Metro,51054,11
1330,TX,Texas,Guadalupe County,2,52.0,1,0.0,0.0,0.06432835,0.055097327,0.0,0.171951957,0.0,0.066628218,0.0,0.415831663,0.18065758,0.0,0.0,0.0,0.0,B,Metro,166847,10
1331,TX,Texas,Guadalupe County,4,52.0,2,0.010116217,0.089817253,0.010116176,0.063170573,0.148002484,0.23233526,0.048931458,0.045729002,0.176618813,0.027240957,0.132135528,0.0,0.0,0.0,0.0,B,Metro,166847,6
1332,TX,Texas,Guadalupe County,34,52.0,3,0.061276349,0.042078853,0.06572336,0.02526222,0.055514873,0.123330069,0.072964935,0.087306266,0.294315174,0.067834369,0.079535808,0.0,0.0,0.0,0.0,B,Metro,166847,9
1333,PR,Puerto Rico,Guanica Municipio,1,93.5,3,0.058452267,0.299650103,0.233030602,0.0,0.0,0.0,0.0,0.0,0.240056723,0.078806356,0.068329856,0.0,4.4,7.8,18.5,D,Metro,15383,2
1334,PR,Puerto Rico,Guayama Municipio,2,91.0,3,0.438205972,0.051419463,0.177083135,0.0,0.107116655,0.030360943,0.0,0.086998418,0.0,0.079285838,0.0,0.0,5.0,8.0,15.7,C,Metro,39465,1
1335,PR,Puerto Rico,Guaynabo Municipio,4,58.0,1,0.052961191,0.048560724,0.024137787,0.426505797,0.002526577,0.002526647,0.0314485,0.235037589,0.002526611,0.061822392,0.07472921,0.0,10.6,16.0,29.4,A,Metro,83728,4
1336,PR,Puerto Rico,Guaynabo Municipio,1,58.0,2,0.669209599,0.0,0.0,0.0,0.0,0.0,0.0,0.148433149,0.0,0.0,0.121708453,0.0,10.6,16.0,29.4,A,Metro,83728,1
1337,PR,Puerto Rico,Guaynabo Municipio,43,58.0,3,0.159134226,0.083810613,0.032197633,0.234952512,0.057329565,0.038890076,0.055164828,0.070829069,0.057505825,0.129753342,0.058120551,0.0,10.6,16.0,29.4,A,Metro,83728,4
1338,OH,Ohio,Guernsey County,5,75.0,3,0.004618558,0.025682366,0.0046185,0.020461119,0.131727249,0.122827489,0.068131129,0.022665315,0.443565577,0.061221099,0.065098435,0.0,4.9,11.6,20.7,C,Non-metro,38875,9
1339,NC,North Carolina,Guilford County,7,62.0,1,0.198590482,0.010287387,0.128095224,0.128793837,0.092288415,0.146090395,0.111777056,0.010287316,0.057105207,0.057763968,0.030355099,0.0,7.0,14.4,32.7,C,Metro,537174,1
1340,NC,North Carolina,Guilford County,31,62.0,2,0.064180757,0.030336919,0.02032288,0.092065311,0.046516028,0.155313075,0.076179869,0.028343363,0.153867247,0.029990198,0.27660815,0.0,7.0,14.4,32.7,C,Metro,537174,11
1341,NC,North Carolina,Guilford County,320,62.0,3,0.078154532,0.056179209,0.063501093,0.0821484,0.078609971,0.093029157,0.07175942,0.082475864,0.1623748,0.054681222,0.151595924,0.0,7.0,14.4,32.7,C,Metro,537174,9
1342,FL,Florida,Gulf County,3,66.0,3,0.009380345,0.407711039,0.072883889,0.171612248,0.116990195,0.029782081,0.042933881,0.115052339,0.009380478,0.009380108,0.009380153,0.0,11.6,18.2,25.2,C,Metro,13639,2
1343,CO,Colorado,Gunnison County,4,21.0,3,0.073291852,0.00947656,0.113766551,0.13912032,0.068145688,0.154820364,0.095156971,0.009476634,0.196956873,0.039121745,0.067954927,0.0,0.0,0.0,13.6,A,Non-metro,17462,9
1344,PR,Puerto Rico,Gurabo Municipio,1,82.5,1,0.047347169,0.323324382,0.063329771,0.478422701,0.0,0.0,0.0,0.0,0.065736681,0.0,0.0,0.0,5.4,8.6,16.6,A,Metro,47093,4
1345,PR,Puerto Rico,Gurabo Municipio,1,82.5,2,0.015157841,0.015157835,0.015157604,0.015157588,0.015157819,0.015159356,0.189680398,0.319416523,0.015160219,0.015157867,0.369636923,0.0,5.4,8.6,16.6,A,Metro,47093,11
1346,PR,Puerto Rico,Gurabo Municipio,1,82.5,3,0.0,0.537390053,0.0,0.343280971,0.0,0.076500021,0.0,0.0,0.0,0.0,0.0,0.0,5.4,8.6,16.6,A,Metro,47093,2
1347,GA,Georgia,Gwinnett County,6,45.0,1,0.007575868,0.007575868,0.007575868,0.145531718,0.007575868,0.174578565,0.076646514,0.070236217,0.152968387,0.106883638,0.194792056,0.0,2.6,4.6,11.1,B,Metro,936250,11
1348,GA,Georgia,Gwinnett County,25,45.0,2,0.081577222,0.043535444,0.045046046,0.119757486,0.042984135,0.093148724,0.05551663,0.056425192,0.141619603,0.131603646,0.164870071,0.0,2.6,4.6,11.1,B,Metro,936250,11
1349,GA,Georgia,Gwinnett County,166,45.0,3,0.089409855,0.053555194,0.064204329,0.105834036,0.076590404,0.084203797,0.05608993,0.050557018,0.133215602,0.126901522,0.132932775,0.0,2.6,4.6,11.1,B,Metro,936250,9
1350,GA,Georgia,Habersham County,3,61.0,3,0.048400422,0.003369109,0.003369198,0.074586022,0.21252333,0.232799366,0.155196667,0.149035497,0.096732061,0.003369052,0.003369254,0.0,2.5,3.5,6.5,C,Non-metro,45328,6
1351,TX,Texas,Hale County,2,81.0,3,0.059361394,0.101146691,0.105537452,0.032714501,0.0,0.152733669,0.0,0.0,0.209749475,0.0,0.289121926,0.0,0.0,0.0,0.0,D,Non-metro,33406,11
1352,NC,North Carolina,Halifax County,15,83.5,3,0.101328066,0.059552726,0.057109899,0.160551464,0.047632932,0.075812881,0.044718913,0.064999708,0.094160526,0.053490219,0.205795308,0.0,7.2,17.1,31.4,D,Non-metro,50010,11
1353,GA,Georgia,Hall County,1,54.0,1,0.01299483,0.012994578,0.012994722,0.012994436,0.012995083,0.012995359,0.012994654,0.012994647,0.870052159,0.012994434,0.012995049,0.0,3.6,5.5,11.3,C,Metro,204441,9
1354,GA,Georgia,Hall County,2,54.0,2,0.007575997,0.007576216,0.00757608,0.135879842,0.147671666,0.096285529,0.007575983,0.445166342,0.110820536,0.007575998,0.007576198,0.0,3.6,5.5,11.3,C,Metro,204441,8
1355,GA,Georgia,Hall County,25,54.0,3,0.036728717,0.085310506,0.077748562,0.097131034,0.031467414,0.05695254,0.161749051,0.059656927,0.165255437,0.057928866,0.146180612,0.0,3.6,5.5,11.3,C,Metro,204441,9
1356,NE,Nebraska,Hall County,4,65.0,2,0.247839075,0.048370466,0.103702458,0.051765177,0.08089599,0.074389858,0.057824697,0.087286647,0.0,0.130078346,0.083325304,0.0,1.1,2.2,14.2,C,Metro,61353,1
1357,NE,Nebraska,Hall County,16,65.0,3,0.214583353,0.06562039,0.043440901,0.097791019,0.076696915,0.019005077,0.092256681,0.161357081,0.056754766,0.022918905,0.131416199,0.0,1.1,2.2,14.2,C,Metro,61353,1
1358,TN,Tennessee,Hamblen County,1,72.0,2,0.01818426,0.018183932,0.018183481,0.018183827,0.018183563,0.018185448,0.018183358,0.818155408,0.018186668,0.018184457,0.018185642,0.0,4.6,11.2,19.8,D,Metro,64934,8
1359,TN,Tennessee,Hamblen County,12,72.0,3,0.073238863,0.051797529,0.113838458,0.093539186,0.141257456,0.06721851,0.04900138,0.147150772,0.14385867,0.067929362,0.027800865,0.0,4.6,11.2,19.8,D,Metro,64934,8
1360,IN,Indiana,Hamilton County,8,30.0,1,0.042363302,0.010844347,0.010844422,0.019643961,0.010844602,0.053357576,0.043880559,0.177231333,0.3230853,0.010844289,0.274712368,1.9,8.7,17.0,30.2,A,Metro,338011,9
1361,IN,Indiana,Hamilton County,20,30.0,2,0.120749296,0.141338099,0.023182543,0.080063693,0.069572757,0.165296532,0.023982766,0.067079035,0.078665742,0.067498505,0.144520933,1.9,8.7,17.0,30.2,A,Metro,338011,6
1362,IN,Indiana,Hamilton County,208,30.0,3,0.072915006,0.063475626,0.088391571,0.056674283,0.093875882,0.094907978,0.077162737,0.092227855,0.136457344,0.066273357,0.128529785,1.9,8.7,17.0,30.2,A,Metro,338011,9
1363,IA,Iowa,Hamilton County,5,64.0,3,0.055981445,0.035072228,0.003636735,0.013212654,0.271710441,0.029296912,0.056075112,0.297256184,0.134616688,0.003636738,0.067600696,0.0,6.0,18.3,34.3,A,Non-metro,14773,8
1364,NE,Nebraska,Hamilton County,1,51.0,3,0.065618768,0.331633151,0.0,0.0,0.0,0.0,0.447166055,0.0,0.115798578,0.0,0.0,0.0,0.0,4.8,15.2,A,Metro,9324,7
1365,OH,Ohio,Hamilton County,27,60.0,1,0.085928179,0.018824191,0.067047825,0.17051296,0.086219576,0.165336047,0.043337793,0.090397837,0.134205898,0.014492881,0.10344896,0.0,5.5,12.0,24.0,C,Metro,817473,4
1366,OH,Ohio,Hamilton County,53,60.0,2,0.101646467,0.030263223,0.061644576,0.05696655,0.089184287,0.166069808,0.0488965,0.057055103,0.130684749,0.07183248,0.166204331,0.0,5.5,12.0,24.0,C,Metro,817473,11
1367,OH,Ohio,Hamilton County,582,60.0,3,0.085228617,0.072309242,0.07491311,0.071775882,0.083439929,0.085127727,0.066720942,0.086020786,0.156385186,0.059016624,0.133613224,0.0,5.5,12.0,24.0,C,Metro,817473,9
1368,TN,Tennessee,Hamilton County,6,57.0,1,0.062632045,0.019418566,0.042790045,0.018371802,0.079285874,0.154302706,0.128504761,0.114181811,0.005056265,0.146946392,0.200492588,0.0,5.7,13.3,27.7,B,Metro,367804,11
1369,TN,Tennessee,Hamilton County,56,57.0,2,0.199358633,0.063109241,0.053520143,0.143224674,0.061280346,0.075475856,0.04684835,0.075470013,0.05943756,0.09104016,0.107802642,0.0,5.7,13.3,27.7,B,Metro,367804,1
1370,TN,Tennessee,Hamilton County,253,57.0,3,0.070184546,0.076910948,0.072880568,0.089227247,0.091918179,0.094091646,0.068088637,0.089627606,0.140179227,0.05840845,0.122985917,0.0,5.7,13.3,27.7,B,Metro,367804,9
1371,MA,Massachusetts,Hampden County,31,48.5,1,0.146771051,0.040215657,0.02632499,0.180855112,0.1381438,0.057207224,0.102624868,0.044548806,0.072965135,0.157388921,0.021061826,0.0,5.3,14.8,27.1,D,Metro,466372,4
1372,MA,Massachusetts,Hampden County,68,48.5,2,0.158562585,0.05139366,0.03119403,0.092855267,0.057473337,0.084175117,0.055746157,0.058263078,0.121972088,0.092492579,0.177620415,0.0,5.3,14.8,27.1,D,Metro,466372,11
1373,MA,Massachusetts,Hampden County,212,48.5,3,0.12554697,0.082793294,0.049464213,0.070032252,0.075879645,0.079469242,0.049878696,0.077549683,0.109699201,0.106117209,0.151141969,0.0,5.3,14.8,27.1,D,Metro,466372,11
1374,MA,Massachusetts,Hampshire County,4,27.0,1,0.013265166,0.013265887,0.013265314,0.013265873,0.065012631,0.232009543,0.013264667,0.0132657,0.42500883,0.07862833,0.11974804,0.0,6.4,16.7,31.0,A,Metro,160830,9
1375,MA,Massachusetts,Hampshire County,6,27.0,2,0.168665578,0.029246486,0.003788248,0.065589778,0.091704406,0.021847307,0.195855767,0.041489644,0.024133105,0.088623783,0.222291062,0.0,6.4,16.7,31.0,A,Metro,160830,11
1376,MA,Massachusetts,Hampshire County,63,27.0,3,0.119549682,0.070637502,0.074117292,0.039180503,0.08886922,0.092808179,0.087109784,0.11213487,0.11400012,0.050379354,0.125176259,0.0,6.4,16.7,31.0,A,Metro,160830,11
1377,SC,South Carolina,Hampton County,2,84.0,2,0.162658109,0.021648142,0.021647842,0.021647587,0.309186947,0.021648616,0.021648332,0.021647996,0.35497029,0.021647967,0.021648193,0.0,6.8,13.5,26.7,D,Non-metro,19222,9
1378,SC,South Carolina,Hampton County,7,84.0,3,0.130609148,0.006314056,0.006313932,0.026591877,0.006314054,0.049592572,0.044303122,0.107606462,0.328700938,0.006313853,0.257667893,0.0,6.8,13.5,26.7,D,Non-metro,19222,9
1379,IL,Illinois,Hancock County,1,69.0,3,0.012988888,0.012988864,0.012988506,0.225693718,0.657402933,0.012989623,0.012988983,0.012988658,0.012990514,0.012988481,0.012990856,0.0,10.1,22.2,30.6,A,Non-metro,17708,5
